"alter";"geschlecht";"bundesland";"einkommen"
52;2;8;1200
69;1;8;600
70;1;8;4750
69;2;8;225
34;1;8;1400
40;1;8;1400
41;2;8;225
21;1;8;400
35;1;8;2750
27;2;8;75
54;1;8;800
79;1;8;800
80;2;8;600
34;1;8;1600
62;1;8;1000
61;2;8;400
62;2;8;1600
79;2;8;1850
47;1;8;1000
52;2;8;400
45;1;8;1600
63;2;8;1200
71;1;8;800
71;2;8;400
29;1;8;2150
27;2;8;1200
32;1;8;2150
74;2;8;800
41;1;8;2750
51;2;8;600
51;1;8;2450
51;2;8;225
21;2;8;225
75;2;8;1200
69;2;8;1200
80;1;8;2450
56;1;8;3050
54;2;8;800
76;2;8;800
35;1;8;1600
84;2;8;600
24;1;8;400
27;1;8;1000
19;2;8;600
41;2;8;1200
38;1;8;5350
73;1;8;2150
72;2;8;75
72;2;8;1600
52;1;8;1850
48;2;8;400
80;1;8;1200
76;2;8;225
36;1;8;1600
44;1;8;1850
55;1;8;1850
61;2;8;800
53;1;8;600
46;2;8;2450
60;2;8;800
41;1;8;1850
35;2;8;400
19;2;8;400
65;1;8;400
67;2;8;400
43;2;8;1000
38;1;8;1600
36;2;8;225
66;1;8;1600
62;2;8;1000
63;2;8;2150
73;2;8;1200
71;1;8;2450
75;2;8;600
46;1;8;3800
52;2;8;225
21;1;8;400
18;2;8;600
18;2;8;225
88;2;8;1000
70;1;8;400
69;1;8;1850
65;2;8;225
60;1;8;2150
24;1;8;225
47;1;8;1400
53;2;8;1400
51;2;8;1400
77;1;8;3400
47;2;8;1600
20;1;8;600
37;2;8;2150
25;1;8;400
38;1;8;1400
27;2;8;225
38;1;8;4750
38;2;8;2150
38;1;8;5350
38;2;8;1600
58;1;8;1600
58;2;8;800
35;2;8;1200
86;1;8;2750
81;2;8;1600
40;1;8;1600
35;2;8;1200
14;1;8;400
28;1;8;2450
67;2;8;800
57;1;8;3400
55;2;8;2450
58;1;8;2450
25;1;8;2750
70;2;8;600
38;1;8;1600
64;1;8;1400
79;2;8;1600
77;1;8;1400
75;2;8;225
48;1;8;1600
49;2;8;1600
40;1;8;2450
39;2;8;1200
65;1;8;1600
61;2;8;1200
69;1;8;2450
63;2;8;1200
63;1;8;5350
17;1;8;400
73;2;8;400
18;1;8;75
54;1;8;2750
72;1;8;2450
79;1;8;1400
73;2;8;600
31;1;8;1200
13;2;8;75
9;1;8;75
5;2;8;75
44;1;8;225
33;1;8;2450
30;2;8;225
71;1;8;600
69;2;8;800
29;2;8;800
48;1;8;2750
47;2;8;1200
24;2;8;600
52;1;8;3400
49;2;8;1850
43;1;8;2450
44;1;8;1000
21;1;8;1000
50;1;8;2150
47;2;8;1850
75;2;8;800
31;1;8;2450
31;2;8;1850
73;2;8;600
69;1;8;1850
67;2;8;225
63;1;8;1200
60;2;8;600
53;1;8;1000
67;1;8;1000
57;2;8;1600
18;2;8;225
48;2;8;1200
54;1;8;1600
71;2;8;800
58;2;8;1600
18;2;8;400
81;2;8;1400
75;1;8;1400
70;2;8;600
88;2;8;1850
36;1;8;5350
37;2;8;800
48;1;8;3050
46;2;8;800
18;1;8;225
22;2;8;1000
28;1;8;1400
75;1;8;1200
68;2;8;225
53;1;8;3400
18;1;8;225
72;2;8;75
33;1;8;2450
35;1;8;1850
57;1;8;1600
75;1;8;800
61;1;8;1000
56;2;8;75
79;2;8;600
35;2;8;1400
20;2;8;225
36;1;8;2150
54;1;8;2750
44;2;8;1000
18;1;8;400
57;1;8;3800
52;2;8;5350
50;1;8;2150
22;1;8;400
22;1;8;1400
19;1;8;400
48;1;8;3050
88;2;8;400
93;2;8;1400
35;1;8;2150
38;2;8;800
62;1;8;1400
57;2;8;400
44;2;8;1600
90;2;8;225
77;2;8;1850
83;2;8;3400
81;2;8;3050
65;1;8;1400
72;1;8;1850
76;2;8;400
42;1;8;600
83;2;8;1000
68;1;8;1000
70;2;8;600
58;2;8;400
43;1;8;2750
48;2;8;2150
58;1;8;2750
57;2;8;600
20;1;8;800
51;1;8;4750
33;1;8;1600
24;2;8;225
84;1;8;1200
84;2;8;800
85;1;8;1200
78;2;8;600
64;1;8;1600
66;2;8;600
37;1;8;1200
33;2;8;225
53;1;8;800
46;2;8;800
26;2;8;800
70;1;8;2450
72;2;8;400
95;2;8;2150
58;1;8;5350
56;2;8;400
25;1;8;1200
63;2;8;400
40;1;8;2150
39;2;8;225
19;1;8;600
16;1;8;400
75;1;8;800
72;2;8;600
49;1;8;800
74;1;8;1200
73;2;8;1200
46;1;8;3400
45;2;8;3400
19;1;8;600
17;1;8;225
73;2;8;1200
69;1;8;1600
63;2;8;400
25;2;8;400
64;1;8;2450
42;2;8;2150
19;2;8;600
48;1;8;3050
57;1;8;2750
50;1;8;4250
49;2;8;800
53;2;8;1850
40;2;8;1200
10;2;8;225
45;1;8;4250
42;2;8;225
95;2;8;800
40;2;8;400
13;2;8;75
51;1;8;5750
50;2;8;75
21;2;8;75
13;1;8;75
79;2;8;2150
30;1;8;2450
75;1;8;1200
74;2;8;800
60;1;8;1400
49;2;8;1600
68;1;8;1400
25;2;8;400
40;1;8;1600
36;1;8;3050
79;1;8;1000
77;2;8;600
45;2;8;1600
27;2;8;400
63;1;8;2750
24;1;8;400
75;2;8;600
34;1;8;1850
29;2;8;1600
58;2;8;1000
47;1;8;600
63;1;8;6750
66;2;8;8750
95;2;8;2150
55;1;8;2450
53;2;8;225
54;1;8;1400
47;2;8;400
22;1;8;1000
18;1;8;600
84;2;8;1400
46;1;8;1400
40;2;8;1200
53;1;8;1850
43;2;8;400
63;2;8;3050
53;1;8;1400
27;2;8;1200
18;1;8;600
67;1;8;2450
60;2;8;1000
41;1;8;800
74;1;8;1400
71;2;8;225
58;1;8;2750
62;1;8;2450
36;1;8;600
19;1;8;600
61;1;8;2750
65;1;8;1600
39;2;8;600
40;1;8;1600
60;1;8;4250
60;2;8;1400
55;1;8;1200
46;2;8;800
21;2;8;400
31;1;8;1200
55;1;8;1600
28;2;8;400
47;1;8;1200
45;2;8;1850
55;1;8;1400
52;2;8;600
24;2;8;1000
35;2;8;600
81;2;8;1000
54;1;8;1400
51;2;8;800
51;1;8;600
22;1;8;600
39;1;8;2150
40;2;8;600
40;2;8;800
67;1;8;1000
65;2;8;800
68;1;8;1200
53;1;8;1400
54;2;8;800
65;1;8;1000
60;2;8;600
31;1;8;400
92;2;8;400
29;2;8;225
34;1;8;14000
65;1;8;2150
68;1;8;1400
61;2;8;600
61;1;8;3050
59;2;8;75
30;1;8;1000
32;2;8;2450
61;2;8;1000
52;1;8;6750
47;2;8;1200
62;1;8;1850
20;2;8;600
35;1;8;1850
36;2;8;600
57;1;8;800
57;2;8;1200
82;1;8;3400
81;2;8;6750
67;1;8;1600
59;2;8;400
42;1;8;2750
39;2;8;400
62;1;8;1000
37;1;8;600
64;1;8;400
37;2;8;1200
27;1;8;1400
24;1;8;1200
68;1;8;1200
66;2;8;800
51;1;8;1600
52;2;8;1600
20;1;8;600
32;1;8;1850
35;2;8;75
35;1;8;2150
74;1;8;800
74;2;8;75
23;1;8;1200
33;1;8;1600
50;1;8;2450
46;2;8;1400
77;1;8;800
71;2;8;225
62;2;8;800
71;2;8;600
41;1;8;1850
39;2;8;1000
85;2;8;1200
52;1;8;1200
43;2;8;1200
42;1;8;2450
32;1;8;1600
48;1;8;3050
45;2;8;600
48;2;8;3800
63;1;8;1400
49;1;8;2750
54;2;8;400
60;1;8;5350
53;1;8;2150
43;2;8;225
43;1;8;4750
42;2;8;800
18;1;8;400
16;2;8;225
35;1;8;1850
43;1;8;1850
42;1;8;1200
41;2;8;1400
17;1;8;225
37;1;8;2750
35;2;8;225
30;1;8;2450
31;2;8;400
48;1;8;2750
46;2;8;225
21;1;8;1000
53;2;8;1200
27;1;8;75
43;2;8;14000
44;1;8;2150
30;2;8;400
35;1;8;3050
25;2;8;1850
45;1;8;1400
48;2;8;1200
32;1;8;2150
39;1;8;3050
20;1;8;400
38;2;8;600
77;2;8;1850
60;2;8;400
23;1;8;1200
55;1;8;6750
47;1;8;225
46;2;8;1000
19;2;8;400
41;1;8;6750
36;2;8;225
31;2;8;1600
33;1;8;1600
64;1;8;800
65;2;8;800
47;1;8;1400
42;2;8;400
22;2;8;400
76;1;8;800
67;2;8;400
25;2;8;225
61;2;8;1200
46;2;8;2450
41;1;8;2150
35;1;8;3800
26;1;8;1850
25;2;8;800
33;1;8;2150
44;1;8;1200
32;1;8;1850
40;2;8;1850
20;2;8;600
38;2;8;800
32;2;8;1400
32;1;8;1400
64;2;8;3050
33;2;8;1200
73;1;8;3050
75;2;8;1600
37;1;8;3400
90;2;8;800
60;1;8;1600
52;2;8;600
25;1;8;1000
38;1;8;1850
31;2;8;225
66;1;8;1000
65;1;8;1400
74;2;8;75
73;2;8;3050
56;1;8;2150
26;2;8;600
50;1;8;2450
46;2;8;75
71;2;8;400
48;1;8;3050
46;2;8;1200
21;2;8;400
35;1;8;3050
27;2;8;225
82;1;8;1000
73;2;8;400
48;1;8;400
75;1;8;1200
69;2;8;225
79;2;8;1600
63;1;8;1600
63;2;8;800
43;2;8;1200
47;2;8;75
46;2;8;400
21;1;8;600
20;2;8;400
18;1;8;400
84;2;8;1000
49;1;8;1200
48;2;8;1000
64;1;8;1850
91;2;8;1400
76;1;8;5350
75;2;8;2450
49;1;8;1600
48;2;8;600
20;2;8;1000
17;2;8;400
66;1;8;800
62;2;8;1200
52;1;8;1600
73;2;8;2150
50;1;8;1200
47;2;8;1200
72;2;8;1400
48;2;8;1400
27;1;8;800
14;2;8;225
24;2;8;225
58;1;8;2150
60;2;8;1000
38;1;8;2150
35;2;8;400
60;1;8;4750
41;2;8;800
47;2;8;1200
77;1;8;1000
46;1;8;1850
40;2;8;400
44;1;8;2750
46;2;8;1000
69;1;8;1400
67;2;8;600
47;1;8;2150
67;2;8;1200
27;1;8;2150
66;1;8;1400
60;1;8;3050
61;1;8;1200
61;2;8;75
41;2;8;1400
39;1;8;2750
76;1;8;1850
73;2;8;75
90;2;8;800
28;1;8;1400
25;1;8;1200
0;1;8;75
65;1;8;800
64;2;8;1200
58;2;8;800
56;1;8;600
55;2;8;225
18;1;8;225
83;1;8;3400
74;2;8;75
36;2;8;1850
56;1;8;1850
52;2;8;800
20;1;8;400
77;1;8;225
78;2;8;225
35;2;8;1000
37;2;8;400
60;1;8;800
62;2;8;800
54;1;8;2150
64;1;8;1000
62;2;8;225
32;1;8;1600
27;1;8;2450
74;2;8;1200
69;1;8;225
59;1;8;2450
45;2;8;1200
42;2;8;1000
41;1;8;1850
40;2;8;225
20;2;8;400
16;1;8;400
89;2;8;800
78;1;8;2150
72;2;8;2450
75;2;8;800
44;1;8;2450
41;2;8;800
21;1;8;800
65;2;8;800
68;1;8;2150
46;1;8;4250
36;2;8;225
62;1;8;400
31;1;8;2150
88;2;8;800
66;1;8;400
63;2;8;225
73;2;8;1000
66;1;8;1850
61;2;8;400
47;1;8;1600
45;2;8;225
88;2;8;600
28;1;8;1400
64;1;8;1200
60;2;8;225
47;1;8;1850
35;2;8;1000
45;1;8;2150
44;2;8;1850
64;1;8;1400
61;2;8;800
23;2;8;800
59;1;8;1850
41;1;8;1400
39;2;8;1600
34;2;8;1400
37;1;8;2450
89;2;8;1000
91;2;8;800
76;2;8;1000
73;1;8;1200
64;2;8;800
37;1;8;1400
62;1;8;1200
59;2;8;1200
37;1;8;2150
31;2;8;400
78;2;8;1850
82;2;8;600
42;1;8;1600
38;2;8;1600
56;1;8;1200
80;2;8;1000
21;2;8;1400
69;1;8;1200
66;2;8;800
39;1;8;1600
34;2;8;400
17;2;8;400
40;1;8;2450
63;2;8;1200
39;2;8;3050
42;1;8;3800
37;1;8;1400
39;2;8;1200
29;1;8;600
81;1;8;3800
74;1;8;1200
67;2;8;400
68;1;8;600
25;1;8;1400
20;2;8;400
80;2;8;1200
79;2;8;800
54;2;8;1000
22;1;8;1850
64;2;8;1000
30;2;8;2150
35;1;8;2450
80;2;8;600
57;2;8;1200
32;1;8;2450
64;1;8;2450
63;2;8;600
23;2;8;400
23;2;8;400
23;2;8;600
20;2;8;400
38;2;8;1600
40;2;8;1400
21;2;8;1200
50;1;8;75
33;1;8;1200
34;2;8;1200
86;2;8;600
75;1;8;2150
75;2;8;225
80;1;8;2150
63;2;8;800
25;1;8;1400
54;1;8;2150
43;2;8;400
67;1;8;1600
62;2;8;800
25;2;8;800
66;2;8;225
68;1;8;1600
50;1;8;3050
51;2;8;400
55;1;8;600
47;2;8;400
16;1;8;400
86;2;8;2150
33;1;8;1200
30;2;8;1200
56;1;8;1850
48;2;8;600
19;1;8;400
29;1;8;2150
27;2;8;600
39;1;8;1600
49;2;8;1400
20;1;8;400
39;1;8;1400
39;2;8;600
27;1;8;800
48;1;8;1600
47;2;8;600
19;2;8;225
65;1;8;1400
55;2;8;1200
20;2;8;1200
54;1;8;1200
67;1;8;800
63;2;8;600
51;1;8;2750
36;2;8;1400
33;1;8;1200
29;2;8;400
33;1;8;1600
41;2;8;1600
18;2;8;225
63;1;8;1400
36;1;8;1400
27;2;8;1200
52;1;8;3050
36;1;8;1850
43;1;8;1850
38;2;8;1200
51;1;8;800
80;2;8;1200
42;1;8;2450
40;2;8;600
81;2;8;800
28;2;8;1200
31;2;8;1200
33;1;8;225
41;1;8;1850
33;2;8;2150
64;1;8;1000
23;1;8;1400
25;2;8;2150
42;1;8;1600
62;2;8;1200
53;2;8;1400
52;2;8;800
19;2;8;600
19;2;8;400
70;2;8;1400
52;2;8;800
38;1;8;1850
35;2;8;600
82;1;8;1200
85;2;8;1200
28;1;8;1200
17;1;8;75
23;1;8;75
39;1;8;1850
34;2;8;1850
65;1;8;2750
65;2;8;1850
60;1;8;75
37;2;8;14000
81;2;8;1200
71;1;8;1850
79;2;8;800
61;1;8;2150
55;2;8;1200
21;2;8;1400
19;2;8;400
58;1;8;1850
36;1;8;2450
34;2;8;600
74;2;8;600
63;2;8;1000
80;2;8;400
41;1;8;4750
39;2;8;800
54;2;8;1600
30;1;8;800
24;2;8;75
9;1;8;75
7;1;8;75
6;1;8;75
4;2;8;75
43;2;8;800
24;1;8;800
23;2;8;1000
20;2;8;400
74;2;8;1000
44;1;8;3050
42;2;8;400
72;1;8;1200
72;2;8;225
63;1;8;1000
61;2;8;400
34;1;8;1200
28;1;8;3050
53;1;8;2150
47;2;8;400
25;1;8;1850
22;2;8;400
24;1;8;400
25;1;8;400
57;1;8;1850
54;2;8;400
58;2;8;1850
53;1;8;1850
48;2;8;1200
21;2;8;800
50;1;8;1850
47;2;8;1400
21;1;8;400
50;1;8;1200
46;2;8;800
23;2;8;1200
81;2;8;800
37;1;8;1400
32;2;8;1400
62;1;8;1600
68;1;8;1400
66;2;8;225
43;1;8;1600
17;1;8;1200
40;1;8;1200
39;2;8;225
29;1;8;1600
87;2;8;600
71;1;8;1000
63;2;8;1000
85;2;8;1200
52;1;8;3800
50;2;8;600
18;1;8;75
72;1;8;1200
71;2;8;400
26;1;8;225
74;2;8;1000
36;1;8;1600
38;2;8;1000
18;1;8;225
67;1;8;1400
62;2;8;400
41;1;8;1400
42;2;8;1400
62;2;8;600
78;2;8;400
44;1;8;1000
42;2;8;400
19;1;8;400
52;1;8;2750
49;2;8;400
87;2;8;600
59;1;8;1850
57;2;8;1400
47;1;8;1600
21;1;8;600
18;1;8;600
77;1;8;1200
71;2;8;225
47;1;8;1400
44;2;8;600
65;1;8;1200
71;1;8;1850
49;2;8;225
64;2;8;1400
37;2;8;1400
21;2;8;400
87;2;8;1400
66;1;8;1200
41;1;8;1850
22;1;8;400
62;1;8;2450
63;2;8;75
74;2;8;1200
45;2;8;1000
19;2;8;75
45;1;8;2450
46;2;8;75
58;2;8;800
36;1;8;1600
71;1;8;1200
38;1;8;1600
42;2;8;600
65;2;8;800
95;2;8;400
74;2;8;3400
61;2;8;600
78;1;8;75
77;2;8;1000
49;1;8;1600
46;2;8;1850
64;2;8;1200
38;1;8;4750
51;1;8;2450
46;2;8;1000
47;1;8;1200
38;1;8;1400
45;2;8;400
46;1;8;1850
47;2;8;225
22;2;8;800
22;1;8;75
50;2;8;1200
25;2;8;800
73;2;8;1000
75;2;8;800
25;2;8;1000
36;1;8;2150
32;2;8;225
29;1;8;1400
28;2;8;75
30;1;8;2150
63;2;8;1200
49;1;8;2150
46;2;8;2150
50;1;8;3050
61;1;8;1400
57;2;8;400
48;1;8;1600
39;1;8;1200
48;2;8;1200
40;1;8;3400
39;1;8;6750
34;2;8;225
25;2;8;400
33;1;8;1200
35;1;8;2150
75;2;8;1200
44;1;8;1200
44;2;8;1000
52;1;8;1850
48;2;8;1400
18;1;8;400
46;1;8;2150
37;2;8;600
40;2;8;4250
63;1;8;1400
59;2;8;1400
60;1;8;3800
56;1;8;2450
54;2;8;400
42;1;8;1200
41;2;8;3400
38;1;8;1400
39;2;8;400
44;2;8;1400
20;1;8;600
80;2;8;800
39;1;8;6750
32;2;8;1850
74;2;8;1400
17;2;8;225
18;2;8;400
47;2;8;1400
19;2;8;75
17;2;8;75
33;1;8;1850
29;2;8;600
37;1;8;4250
71;2;8;1000
63;1;8;1600
55;2;8;600
56;1;8;5750
52;2;8;1600
77;2;8;1200
28;1;8;1400
25;2;8;400
90;2;8;1850
35;1;8;1600
33;1;8;1200
38;2;8;1200
14;2;8;225
44;1;8;4750
40;2;8;600
72;1;8;1600
43;1;8;400
30;2;8;1850
29;1;8;2150
30;1;8;1850
77;2;8;800
73;2;8;1200
32;2;8;3050
58;1;8;1850
71;2;8;1000
45;1;8;3050
43;2;8;400
59;1;8;2750
52;2;8;600
85;2;8;400
25;1;8;75
39;2;8;1000
72;2;8;600
39;2;8;1400
58;1;8;1400
51;2;8;1400
66;1;8;1000
54;2;8;75
23;1;8;1000
74;2;8;600
80;1;8;2450
72;2;8;400
77;1;8;400
73;2;8;225
54;1;8;2750
51;2;8;600
20;2;8;600
39;2;8;1600
45;1;8;1200
45;2;8;800
18;2;8;400
77;1;8;1850
74;2;8;400
77;1;8;800
70;2;8;400
61;2;8;75
72;2;8;600
74;1;8;1400
70;2;8;800
62;1;8;1200
60;2;8;800
37;1;8;8750
33;2;8;1400
82;1;8;1200
77;2;8;225
64;2;8;1400
73;2;8;600
33;2;8;1200
20;2;8;800
66;1;8;1850
63;2;8;1000
59;2;8;400
20;2;8;1200
29;1;8;600
41;1;8;1400
38;2;8;600
30;1;8;1400
64;1;8;2150
57;2;8;2450
32;2;8;1400
41;1;8;1200
69;2;8;800
52;1;8;1600
50;2;8;1200
63;1;8;1600
61;2;8;1000
27;2;8;600
21;2;8;600
29;1;8;600
23;1;8;400
25;2;8;400
21;2;8;600
21;1;8;400
27;2;8;400
62;1;8;3050
60;2;8;2150
40;1;8;3050
62;1;8;1400
59;2;8;400
66;1;8;1000
38;1;8;1400
38;2;8;1000
55;1;8;800
42;1;8;2150
70;2;8;1200
27;1;8;1600
53;1;8;1850
43;2;8;800
49;1;8;3050
22;2;8;1400
40;1;8;2150
33;2;8;1200
40;1;8;1200
46;1;8;1600
41;2;8;400
21;2;8;1000
21;1;8;600
20;2;8;225
70;2;8;800
43;1;8;1400
88;2;8;1000
54;1;8;2750
51;2;8;75
23;1;8;1600
21;1;8;225
78;2;8;4250
56;1;8;3800
42;1;8;5350
38;2;8;400
68;1;8;1600
67;2;8;225
29;1;8;1600
35;2;8;1850
53;1;8;2750
51;2;8;4250
70;1;8;1600
55;2;8;1400
85;1;8;2450
80;2;8;1200
31;2;8;2150
35;1;8;2150
74;1;8;1200
22;2;8;1000
25;1;8;1200
32;1;8;1400
54;2;8;1600
25;1;8;1600
42;1;8;2750
30;1;8;1000
32;2;8;800
66;1;8;400
67;2;8;400
31;1;8;1600
77;1;8;2750
78;2;8;225
87;2;8;400
82;2;8;1600
36;1;8;2150
36;2;8;600
34;1;8;2450
37;2;8;1850
43;1;8;1600
39;2;8;225
36;1;8;2750
61;1;8;1400
58;2;8;225
30;1;8;2150
51;2;8;1600
55;1;8;2150
44;2;8;2450
40;2;8;2450
13;2;8;225
10;2;8;225
59;2;8;600
30;1;8;2150
37;1;8;1400
33;2;8;225
69;2;8;1200
90;1;8;3400
36;2;8;2150
45;1;8;1000
77;2;8;1400
59;1;8;1600
58;2;8;400
45;1;8;1200
48;1;8;1200
48;2;8;400
64;1;8;3800
64;1;8;1600
70;1;8;800
63;2;8;225
43;1;8;1600
40;2;8;1000
19;1;8;800
46;2;8;1600
17;2;8;400
27;1;8;1200
20;2;8;1000
75;2;8;600
54;1;8;1200
20;1;8;400
18;2;8;400
54;1;8;1000
90;2;8;800
39;1;8;2150
39;2;8;600
45;1;8;1200
44;2;8;400
62;1;8;1000
65;2;8;800
73;1;8;1400
70;2;8;800
36;2;8;1000
17;2;8;225
15;2;8;75
80;2;8;2450
76;1;8;1600
67;2;8;600
67;1;8;3800
66;2;8;75
65;1;8;225
32;2;8;2750
66;1;8;1400
66;2;8;1400
76;2;8;1000
80;2;8;600
53;1;8;2150
47;1;8;1600
49;1;8;2750
40;2;8;1850
84;2;8;1000
63;2;8;1200
37;1;8;5750
89;2;8;1200
41;1;8;3050
41;2;8;225
43;2;8;400
40;1;8;2450
38;2;8;400
53;1;8;1000
49;2;8;1200
30;2;8;1200
50;1;8;2150
48;2;8;1200
27;1;8;2150
49;1;8;1850
43;2;8;400
21;2;8;400
67;1;8;1400
68;2;8;75
49;1;8;1600
64;1;8;1200
62;2;8;1200
46;1;8;3400
46;2;8;800
64;1;8;600
61;2;8;400
52;1;8;1600
21;2;8;600
74;1;8;1200
78;2;8;225
53;1;8;1600
43;1;8;1400
27;1;8;1400
21;2;8;225
56;1;8;1600
50;2;8;1200
53;2;8;1600
62;1;8;1850
53;2;8;225
61;1;8;1850
59;2;8;600
87;2;8;600
60;2;8;400
60;1;8;1850
31;1;8;800
93;1;8;2150
63;2;8;1000
74;1;8;800
65;2;8;600
37;2;8;800
86;1;8;800
76;2;8;225
40;1;8;2150
49;2;8;75
22;2;8;75
56;2;8;3800
78;2;8;1400
23;1;8;600
78;1;8;2450
76;2;8;75
54;1;8;1850
23;1;8;400
16;2;8;400
41;2;8;225
64;1;8;1400
62;2;8;800
74;1;8;1000
59;1;8;1400
37;2;8;800
70;1;8;1200
64;2;8;225
27;1;8;1200
37;1;8;3800
38;2;8;800
38;1;8;2450
65;1;8;1000
48;2;8;1400
48;1;8;2150
41;2;8;400
41;1;8;2450
43;2;8;600
35;1;8;1600
33;2;8;600
23;1;8;800
23;2;8;800
33;1;8;1200
48;1;8;3800
39;1;8;1850
37;2;8;800
44;1;8;1600
72;2;8;600
35;1;8;2450
33;2;8;225
25;1;8;1000
65;1;8;1400
65;2;8;225
60;1;8;2150
50;2;8;3800
43;1;8;3400
37;1;8;3400
35;2;8;800
48;1;8;5750
48;2;8;2750
66;1;8;600
63;2;8;400
22;2;8;400
30;1;8;1200
24;2;8;1200
24;1;8;2150
39;1;8;4250
39;2;8;400
14;1;8;225
38;1;8;2750
36;2;8;75
34;1;8;1850
33;2;8;1200
50;1;8;1000
54;2;8;1200
28;2;8;1600
39;1;8;2450
39;2;8;800
34;2;8;225
40;1;8;3400
45;1;8;4750
34;1;8;1850
34;1;8;1850
33;1;8;1850
28;1;8;2150
30;2;8;225
45;1;8;2450
46;2;8;600
29;1;8;1400
31;2;8;1200
49;1;9;1850
42;2;9;800
21;2;9;75
29;1;9;1850
36;1;9;1850
75;1;9;1400
72;2;9;225
42;1;9;1600
27;1;9;1600
25;2;9;800
5;2;9;225
68;1;9;1000
33;1;9;2450
40;2;9;2450
48;1;9;1850
44;2;9;1000
23;2;9;1200
17;2;9;400
67;2;9;225
68;2;9;600
40;1;9;1600
34;2;9;1000
54;1;9;1600
67;1;9;1400
65;2;9;1000
57;1;9;1850
55;2;9;6750
62;1;9;1000
58;2;9;600
38;2;9;1600
19;2;9;1000
62;2;9;1200
26;1;9;1200
58;1;9;4750
63;2;9;800
32;1;9;1400
22;2;9;1400
60;1;9;1400
76;2;9;1000
73;1;9;1000
63;2;9;400
38;1;9;2150
28;2;9;1200
39;1;9;2450
58;1;9;3800
55;2;9;225
29;1;9;2750
25;2;9;75
87;2;9;1000
28;2;9;2150
26;1;9;1200
59;1;9;4750
57;2;9;800
61;1;9;5750
59;2;9;800
82;2;9;1000
55;1;9;2450
41;2;9;4750
24;1;9;1000
31;1;9;1850
30;2;9;75
44;1;9;1000
43;2;9;1200
23;2;9;800
33;1;9;2150
26;2;9;800
36;1;9;1400
56;1;9;800
57;2;9;1850
65;1;9;18000
65;2;9;800
61;2;9;1200
24;2;9;800
25;1;9;1600
38;1;9;3050
37;2;9;1600
44;1;9;1600
49;2;9;1600
23;1;9;1400
21;1;9;1200
17;2;9;600
41;1;9;1850
38;2;9;1000
53;1;9;4750
47;2;9;1000
57;1;9;1400
55;2;9;1400
80;1;9;4250
35;1;9;400
41;1;9;2450
32;1;9;800
32;2;9;600
72;2;9;1400
59;1;9;3800
23;1;9;600
94;2;9;800
26;2;9;400
52;2;9;2150
46;1;9;1000
51;1;9;1400
50;1;9;3800
46;2;9;1600
23;1;9;75
21;2;9;75
88;1;9;1200
70;1;9;1400
74;2;9;400
74;2;9;1000
70;2;9;1200
34;1;9;2150
32;2;9;400
48;1;9;2450
30;1;9;2150
23;1;9;800
21;1;9;1000
70;2;9;1600
52;2;9;6750
57;1;9;75
52;1;9;2450
74;1;9;1200
69;2;9;600
32;2;9;1850
86;1;9;2750
75;2;9;600
53;1;9;225
54;2;9;1400
35;1;9;1400
67;2;9;1200
41;1;9;3800
23;2;9;1200
30;1;9;2750
29;2;9;2150
21;1;9;225
61;2;9;4750
20;1;9;75
62;2;9;600
59;2;9;1600
29;1;9;1000
50;1;9;1400
51;1;9;2450
30;2;9;400
33;2;9;1600
33;1;9;1850
48;1;9;1850
32;1;9;2750
47;1;9;1600
52;2;9;1600
82;2;9;800
54;1;9;1200
23;1;9;1000
25;2;9;1000
68;1;9;4250
64;2;9;800
31;1;9;2450
44;1;9;3050
39;2;9;1000
34;1;9;800
35;2;9;2150
33;1;9;2150
66;2;9;1000
39;1;9;5350
29;2;9;225
47;1;9;2750
38;1;9;1850
33;2;9;1000
37;2;9;1600
64;2;9;1000
51;1;9;3050
48;2;9;1000
16;2;9;225
56;2;9;1000
54;1;9;3400
61;2;9;1600
48;1;9;4750
45;2;9;5350
60;1;9;4250
61;2;9;800
53;2;9;2750
67;1;9;1600
33;1;9;2150
40;2;9;800
78;1;9;1850
29;1;9;1600
36;1;9;1600
87;2;9;2150
32;2;9;800
76;1;9;1000
79;2;9;225
30;2;9;600
13;2;9;75
9;2;9;75
2;1;9;75
67;1;9;1600
81;2;9;600
47;1;9;1200
45;2;9;1000
40;2;9;800
31;1;9;2750
48;1;9;1600
47;2;9;400
20;1;9;225
75;2;9;600
63;1;9;225
62;2;9;225
58;1;9;800
63;2;9;400
30;2;9;1200
57;1;9;1600
63;2;9;1200
95;2;9;1600
62;1;9;2150
44;1;9;3050
41;2;9;600
22;2;9;1200
72;1;9;1200
64;2;9;600
58;2;9;800
52;1;9;2150
48;2;9;225
23;2;9;1200
81;1;9;1200
86;2;9;75
31;1;9;2450
29;1;9;2450
45;1;9;2150
41;2;9;225
50;1;9;3400
47;2;9;1200
30;1;9;2750
32;2;9;1600
74;1;9;1200
70;2;9;400
24;2;9;600
37;1;9;1000
24;1;9;1600
60;1;9;1400
45;2;9;1000
60;2;9;1600
51;1;9;1000
50;1;9;800
52;2;9;800
50;2;9;1000
38;2;9;3400
33;1;9;2750
25;2;9;1850
89;2;9;2450
61;2;9;1850
48;1;9;1000
38;2;9;1200
42;1;9;2450
31;1;9;3800
30;2;9;75
33;1;9;1000
61;2;9;400
29;2;9;1400
47;1;9;800
53;2;9;2150
